Customer name,SKU Id,SKU,SP,QUANTITY
Joshua Reyes,CAT17,Potato,45,1
Joshua Reyes,CAT55,Pineapple,25,15
Joshua Reyes,CAT71,Raspberry,102,6
Joshua Reyes,CAT70,Eggplant,102,1
Joshua Reyes,CAT35,Carrot,112,1
Joshua Reyes,CAT37,Orange,112,1
Joshua Reyes,CAT32,Lychee,51,3
Joshua Reyes,CAT89,Pear,81,0.25
Joshua Reyes,CAT15,Banana,79,0.25
Joshua Reyes,CAT64,Blueberry,115,1
Joshua Reyes,CAT51,Cucumber,39,4.2
Joshua Reyes,CAT102,Fig,50,3
Joshua Reyes,CAT78,Green Bean,37,1
Joshua Reyes,CAT4832,Broccoli,33,2
Joshua Reyes,CAT100,Peach,25,6
Paisley Long,CAT91,Bell Pepper,69,2
Paisley Long,CAT71,Raspberry,102,6
Paisley Long,CAT55,Pineapple,25,1
Paisley Long,CAT92,Dragonfruit,160,0.5
Andrew Sanders,CAT39,Grapes,36,1
Andrew Sanders,CAT30,Onion,17,1
Andrew Sanders,CAT41,Pomegranate,19,4
Andrew Sanders,CAT33,Fennel,25,2
Andrew Sanders,CAT64,Blueberry,113,1
Andrew Sanders,CAT63,Elderberry,345,1
Andrew Sanders,CAT5523,Strawberry,90,1
Andrew Sanders,CAT51,Cucumber,32,1
Andrew Sanders,CAT78,Green Bean,29,1
Andrew Sanders,CAT19,Cherry,32,1
Andrew Sanders,CAT102,Fig,49,0.5
Andrew Sanders,CAT46,Guava,76,0.5
Andrew Sanders,CAT79,Artichoke,39,10
Kennedy Marshall,CAT39,Grapes,28,1
Kennedy Marshall,CAT33,Fennel,30,1
Kennedy Marshall,CAT35,Carrot,112,0.5
Kennedy Marshall,CAT37,Orange,112,0.5
Kennedy Marshall,CAT41,Pomegranate,21,1
Kennedy Marshall,CAT51,Cucumber,39,0.5
Kennedy Marshall,CAT55,Pineapple,25,1
Kennedy Marshall,CAT46,Guava,68,0.5
Kennedy Marshall,CAT62,Brussels Sprouts,545,0.5
Kennedy Marshall,CAT64,Blueberry,115,0.5
Kennedy Marshall,CAT4832,Broccoli,33,0.6
Kennedy Marshall,CAT102,Fig,50,1
Kennedy Marshall,CAT107,Persimmon,29.5,1
Kennedy Marshall,CAT70,Eggplant,102,1
Kennedy Marshall,CAT77,Ugli Fruit,55,0.7
Samuel Cook,CAT33,Fennel,30,1
Samuel Cook,CAT35,Carrot,112,0.5
Samuel Cook,CAT4832,Broccoli,33,1
Samuel Cook,CAT106,Papaya,40,1
Samuel Cook,CAT5523,Strawberry,75,1
Samuel Cook,CAT81,Lemon,28.5,5
Samuel Cook,CAT51,Cucumber,39,0.5
Samuel Cook,CAT27,Tomato,80,0.5
Samuel Cook,CAT41,Pomegranate,21,2
Samuel Cook,CAT79,Artichoke,39,6
Samuel Cook,CAT38,Spinach,49,2
Samuel Cook,CAT102,Fig,50,2
Samuel Cook,CAT29,Cauliflower,22,7
Samuel Cook,CAT43,Asparagus,69,0.5
Samuel Cook,CAT62,Brussels Sprouts,545,0.5
Samuel Cook,CAT46,Guava,68,0.5
Samuel Cook,CAT48,Zucchini,28,1
Samuel Cook,CAT9,Plum,104,1.5
Samuel Cook,CAT91,Bell Pepper,69,1
Leah Richardson,CAT4,Rutabaga,200,0.5
Leah Richardson,CAT108,Apple,97,2
Leah Richardson,CAT740032,Yuzu,68,6
Leah Richardson,CAT78,Green Bean,37,0.5
Leah Richardson,CAT71,Raspberry,102,1
Joseph Smith,CAT33,Fennel,30,8
Joseph Smith,CAT4832,Broccoli,33,4
Joseph Smith,CAT81,Lemon,28.5,15
Joseph Smith,CAT51,Cucumber,39,3
Joseph Smith,CAT41,Pomegranate,21,10
Joseph Smith,CAT38,Spinach,49,4
Joseph Smith,CAT102,Fig,50,1.5
Joseph Smith,CAT29,Cauliflower,22,1
Joseph Smith,CAT64,Blueberry,115,2
Joseph Smith,CAT17,Potato,45,4
Joseph Smith,CAT67,Coconut,49,4
Joseph Smith,CAT46,Guava,68,1
Joseph Smith,CAT78,Green Bean,37,0.6
Joseph Smith,CAT5523,Strawberry,75,1
Joseph Smith,CAT20,Nectarine,42,2
Madelyn Bell,CAT41,Pomegranate,21,15
Madelyn Bell,CAT55,Pineapple,25,1.2
Madelyn Bell,CAT62,Brussels Sprouts,545,1
Madelyn Bell,CAT5523,Strawberry,75,4
Madelyn Bell,CAT106,Papaya,40,2
Madelyn Bell,CAT12,Jicama,43,1
Madelyn Bell,CAT13,Kohlrabi,54,1.2
Jonathan Morgan,CAT39,Grapes,36,5
Jonathan Morgan,CAT17,Potato,36,2
Jonathan Morgan,CAT82,Kiwi,21,50
Jonathan Morgan,CAT107,Persimmon,23,20
Jonathan Morgan,CAT93,Avocado,28,5
Jonathan Morgan,CAT63,Elderberry,345,4
Jonathan Morgan,CAT45,Apricot,57,1.5
Jonathan Morgan,CAT57,Mango,51,1
Jonathan Morgan,CAT102,Fig,49,1
Jonathan Morgan,CAT51,Cucumber,32,1
Jonathan Morgan,CAT32,Lychee,46,3
Jonathan Morgan,CAT41,Pomegranate,19,3
Jonathan Morgan,CAT79,Artichoke,39,6
Stella Edwards,CAT55,Pineapple,25,5
Stella Edwards,CAT38,Spinach,49,4
Stella Edwards,CAT32,Lychee,51,2
Stella Edwards,CAT36,Date,172,0.5
Stella Edwards,CAT34,Jackfruit,172,0.5
Stella Edwards,CAT71,Raspberry,102,3
Stella Edwards,CAT46,Guava,68,2.5
Stella Edwards,CAT51,Cucumber,39,1
Stella Edwards,CAT4832,Broccoli,33,2
Stella Edwards,CAT57,Mango,55,0.3
Stella Edwards,CAT17,Potato,45,1
Stella Edwards,CAT102,Fig,50,0.5
Stella Edwards,CAT106,Papaya,40,12
Stella Edwards,CAT81,Lemon,28.5,25
Stella Edwards,CAT64,Blueberry,115,1
Stella Edwards,CAT41,Pomegranate,21,1
Stella Edwards,CAT29,Cauliflower,22,2.5
Stella Edwards,CAT78,Green Bean,37,0.5
Stella Edwards,CAT97,Celery,32,3
Nathan Howard,CAT70,Eggplant,102,1
Nathan Howard,CAT71,Raspberry,102,4
Nathan Howard,CAT78,Green Bean,37,0.5
Nathan Howard,CAT55,Pineapple,25,4
Nathan Howard,CAT51,Cucumber,39,1
Nathan Howard,CAT46,Guava,68,1
Nathan Howard,CAT62,Brussels Sprouts,545,1
Nathan Howard,CAT64,Blueberry,115,0.5
Nathan Howard,CAT81,Lemon,28.5,10
Nathan Howard,CAT17,Potato,45,1
Nathan Howard,CAT38,Spinach,49,2
Nathan Howard,CAT29,Cauliflower,22,1
Nathan Howard,CAT102,Fig,50,0.5
Nathan Howard,CAT19,Cherry,39,1
Nathan Howard,CAT106,Papaya,40,3
Nathan Howard,CAT27,Tomato,80,0.5
Nathan Howard,CAT33,Fennel,30,3
Nathan Howard,CAT37,Orange,112,1
Nathan Howard,CAT35,Carrot,112,1
Nathan Howard,CAT73,Mango,75,0.5
Nathan Howard,CAT112,Rutabaga,49,1
Nathan Howard,CAT111,Cantaloupe,70,1
Nathan Howard,CAT44,Tamarillo,82,0.25
Nathan Howard,CAT82,Kiwi,22.9,5
Nathan Howard,CAT107,Persimmon,29.5,5
Nathan Howard,CAT94,Peas,25,5
Nathan Howard,CAT95,Rambutan,85,1
Nathan Howard,CAT39,Grapes,28,1
Nathan Howard,CAT26,Rhubarb,29,1
Nathan Howard,CAT97,Celery,32,1
Nathan Howard,CAT22,Tangerine,19.5,3
Maya Parker,CAT33,Fennel,30,1
Maya Parker,CAT4832,Broccoli,33,1
Maya Parker,CAT106,Papaya,40,1
Maya Parker,CAT81,Lemon,28.5,5
Maya Parker,CAT93,Avocado,30.5,5
Maya Parker,CAT51,Cucumber,39,0.8
Maya Parker,CAT27,Tomato,80,1.1
Maya Parker,CAT41,Pomegranate,21,2
Maya Parker,CAT55,Pineapple,25,1
Maya Parker,CAT47,Starfruit,65,1
Maya Parker,CAT38,Spinach,49,3
Maya Parker,CAT102,Fig,50,1
Maya Parker,CAT29,Cauliflower,22,8
Maya Parker,CAT17,Potato,45,1
Maya Parker,CAT70,Eggplant,102,1
Maya Parker,CAT43,Asparagus,69,0.5
Dominic Ross,CAT4832,Broccoli,33,0.5
Dominic Ross,CAT106,Papaya,40,1
Dominic Ross,CAT81,Lemon,28.5,10
Dominic Ross,CAT51,Cucumber,39,0.7
Dominic Ross,CAT32,Lychee,51,1
Dominic Ross,CAT41,Pomegranate,21,2
Dominic Ross,CAT47,Starfruit,65,1
Dominic Ross,CAT38,Spinach,49,2
Dominic Ross,CAT102,Fig,50,2
Dominic Ross,CAT29,Cauliflower,22,5
Dominic Ross,CAT21,Blackberry,69,0.5
Dominic Ross,CAT64,Blueberry,115,1
Dominic Ross,CAT97,Celery,32,2
Ariana Cooper,CAT39,Grapes,28,5
Ariana Cooper,CAT30,Onion,16,8
Ariana Cooper,CAT17,Potato,45,1
Ariana Cooper,CAT33,Fennel,30,1
Ariana Cooper,CAT62,Brussels Sprouts,545,1
Ariana Cooper,CAT82,Kiwi,22.9,5
Ariana Cooper,CAT102,Fig,50,1.5
Ariana Cooper,CAT51,Cucumber,39,0.5
Ariana Cooper,CAT46,Guava,68,0.5
Ariana Cooper,CAT9,Plum,104,1
Ariana Cooper,CAT64,Blueberry,115,0.5
Ariana Cooper,CAT47,Starfruit,65,1
Ariana Cooper,CAT48,Zucchini,28,1
Ariana Cooper,CAT15,Banana,79,0.25
Ariana Cooper,CAT43,Asparagus,69,0.5
Ariana Cooper,CAT106,Papaya,40,1
Ariana Cooper,CAT27,Tomato,80,0.5
Adam Reed,CAT106,Papaya,40,3
Adam Reed,CAT5523,Strawberry,75,1
Adam Reed,CAT51,Cucumber,39,3
Adam Reed,CAT41,Pomegranate,21,3
Adam Reed,CAT62,Brussels Sprouts,545,0.5
Adam Reed,CAT46,Guava,68,2
Adam Reed,CAT30,Onion,16,3
Adam Reed,CAT81,Lemon,28.5,15
Adam Reed,CAT64,Blueberry,115,0.5
Elena Wright,CAT32,Lychee,51,1
Elena Wright,CAT41,Pomegranate,21,5
Elena Wright,CAT51,Cucumber,39,1
Elena Wright,CAT55,Pineapple,25,2
Elena Wright,CAT62,Brussels Sprouts,545,1
Elena Wright,CAT64,Blueberry,115,1
Elena Wright,CAT46,Guava,68,0.5
Elena Wright,CAT5523,Strawberry,75,1
Elena Wright,CAT78,Green Bean,37,0.25
Elena Wright,CAT81,Lemon,28.5,15
Elena Wright,CAT82,Kiwi,22.9,5
Elena Wright,CAT4832,Broccoli,33,0.5
Elena Wright,CAT93,Avocado,30.5,20
Elena Wright,CAT106,Papaya,40,12
Elena Wright,CAT23,Miracle Fruit,29.5,2
Isaac Carter,CAT91,Bell Pepper,69,1
Isaac Carter,CAT84,Kiwano,255,0.5
Isaac Carter,CAT108,Apple,97,1
Isaac Carter,CAT81,Lemon,28.5,10
Isaac Carter,CAT106,Papaya,40,4
Isaac Carter,CAT93,Avocado,30.5,5
Isaac Carter,CAT62,Brussels Sprouts,545,0.5
Isaac Carter,CAT64,Blueberry,115,0.5
Isaac Carter,CAT70,Eggplant,102,2
Isaac Carter,CAT38,Spinach,49,2
Isaac Carter,CAT55,Pineapple,25,2
Isaac Carter,CAT29,Cauliflower,22,1
Isaac Carter,CAT41,Pomegranate,21,3
Isaac Carter,CAT111,Cantaloupe,70,0.5
Isaac Carter,CAT9,Plum,104,0.5
Isaac Carter,CAT79,Artichoke,39,2
Isaac Carter,CAT57,Mango,55,0.1
Isaac Carter,CAT51,Cucumber,39,0.5
Isaac Carter,CAT102,Fig,50,0.5
Eva Sanders,CAT63,Elderberry,370,2
Eva Sanders,CAT39,Grapes,28,3
Eva Sanders,CAT33,Fennel,30,3
Eva Sanders,CAT5523,Strawberry,75,1
Eva Sanders,CAT54,Okra,15,1
Levi Richardson,CAT4832,Broccoli,31,10
Levi Richardson,CAT107,Persimmon,23,3
Levi Richardson,CAT82,Kiwi,21,5
Levi Richardson,CAT93,Avocado,28,5
Levi Richardson,CAT62,Brussels Sprouts,525,0.5
Aria Hughes,CAT106,Papaya,40,5
Aria Hughes,CAT81,Lemon,28.5,15
Aria Hughes,CAT22,Tangerine,19.5,2
Aria Hughes,CAT51,Cucumber,39,0.5
Aria Hughes,CAT55,Pineapple,25,4
Aria Hughes,CAT102,Fig,50,0.5
Aria Hughes,CAT71,Raspberry,102,1
Aria Hughes,CAT46,Guava,68,2
Aria Hughes,CAT97,Celery,32,1
Aria Hughes,CAT38,Spinach,49,3
Aria Hughes,CAT57,Mango,55,0.2
Aria Hughes,CAT41,Pomegranate,21,1
Aria Hughes,CAT29,Cauliflower,22,1
Aria Hughes,CAT64,Blueberry,115,0.5
Aria Hughes,CAT63,Elderberry,370,2
Aria Hughes,CAT60,Mulberry,139,1
Caleb Bennett,CAT33,Fennel,30,2
Caleb Bennett,CAT35,Carrot,112,2
Caleb Bennett,CAT4832,Broccoli,33,3
Caleb Bennett,CAT37,Orange,112,2
Caleb Bennett,CAT106,Papaya,40,6
Caleb Bennett,CAT81,Lemon,28.5,25
Caleb Bennett,CAT93,Avocado,30.5,5
Caleb Bennett,CAT30,Onion,16,4
Caleb Bennett,CAT51,Cucumber,39,0.5
Caleb Bennett,CAT27,Tomato,80,0.9
Caleb Bennett,CAT55,Pineapple,25,8
Caleb Bennett,CAT38,Spinach,49,4
Caleb Bennett,CAT71,Raspberry,102,10
Caleb Bennett,CAT17,Potato,45,1
Caleb Bennett,CAT31,Grapefruit,70,0.5
Caleb Bennett,CAT12,Jicama,43,2
Caleb Bennett,CAT97,Celery,32,2
Caleb Bennett,CAT57,Mango,55,0.3
Caleb Bennett,CAT46,Guava,68,0.5
Caleb Bennett,CAT78,Green Bean,37,0.5
Naomi Griffin,CAT4,Rutabaga,200,1
Naomi Griffin,CAT87,Beetroot,42,0.5
Naomi Griffin,CAT91,Bell Pepper,69,3
Naomi Griffin,CAT104020,Lime,255,1
Naomi Griffin,CAT108,Apple,97,2
Naomi Griffin,CAT33,Fennel,30,1
Naomi Griffin,CAT4832,Broccoli,33,0.5
Naomi Griffin,CAT82,Kiwi,22.9,5
Naomi Griffin,CAT39,Grapes,28,4
Naomi Griffin,CAT106,Papaya,40,1
Naomi Griffin,CAT111,Cantaloupe,70,1
Naomi Griffin,CAT51,Cucumber,39,0.5
Naomi Griffin,CAT27,Tomato,80,1
Naomi Griffin,CAT79,Artichoke,39,17
Naomi Griffin,CAT47,Starfruit,65,6.5
Naomi Griffin,CAT102,Fig,50,1.5
Naomi Griffin,CAT69,Lychee,88,0.5
Naomi Griffin,CAT71,Raspberry,102,1
Naomi Griffin,CAT74,Watermelon,62,0.5
Naomi Griffin,CAT21,Blackberry,69,8
Naomi Griffin,CAT64,Blueberry,115,0.5
Naomi Griffin,CAT6,Guanabana,180,0.5
Naomi Griffin,CAT43,Asparagus,69,0.5
Naomi Griffin,CAT12,Jicama,43,1
Naomi Griffin,CAT62,Brussels Sprouts,545,2
Naomi Griffin,CAT15,Banana,79,0.25
Naomi Griffin,CAT78,Green Bean,37,0.25
Naomi Griffin,CAT3429,Mulberry,88,1
Naomi Griffin,CAT9,Plum,104,2
Naomi Griffin,CAT93,Avocado,30.5,5
Dylan Sullivan,CAT84,Kiwano,255,2.1
Dylan Sullivan,CAT4,Rutabaga,200,2
Dylan Sullivan,CAT108,Apple,97,2
Ainsley Morris,CAT55,Pineapple,25,3
Ainsley Morris,CAT38,Spinach,49,2
Ainsley Morris,CAT71,Raspberry,102,2
Ainsley Morris,CAT64,Blueberry,115,1
Ainsley Morris,CAT70,Eggplant,102,2
Ainsley Morris,CAT62,Brussels Sprouts,545,1
Ainsley Morris,CAT46,Guava,68,1.5
Ainsley Morris,CAT96,Longan,85,1
Ainsley Morris,CAT9,Plum,104,1
Ainsley Morris,CAT36,Date,172,0.5
Ainsley Morris,CAT34,Jackfruit,172,0.5
Ainsley Morris,CAT27,Tomato,80,0.5
Ainsley Morris,CAT74,Watermelon,62,0.8
Ainsley Morris,CAT44,Tamarillo,82,0.25
Ainsley Morris,CAT51,Cucumber,39,0.5
Ainsley Morris,CAT102,Fig,50,0.5
Ainsley Morris,CAT57,Mango,55,0.1
Ainsley Morris,CAT78,Green Bean,37,0.5
Ainsley Morris,CAT106,Papaya,40,4
Ainsley Morris,CAT93,Avocado,30.5,5
Ainsley Morris,CAT81,Lemon,28.5,10
Ainsley Morris,CAT84,Kiwano,255,0.5
Ainsley Morris,CAT108,Apple,97,2
Ainsley Morris,CAT91,Bell Pepper,69,1
Ainsley Morris,CAT20,Nectarine,42,3
Lincoln Campbell,CAT17,Potato,45,4
Lincoln Campbell,CAT4832,Broccoli,33,2
Lincoln Campbell,CAT51,Cucumber,39,1.5
Lincoln Campbell,CAT78,Green Bean,37,0.5
Lincoln Campbell,CAT29,Cauliflower,22,1
Lincoln Campbell,CAT32,Lychee,51,3
Lincoln Campbell,CAT36,Date,172,0.5
Lincoln Campbell,CAT34,Jackfruit,172,0.5
Lincoln Campbell,CAT71,Raspberry,102,3
Lincoln Campbell,CAT41,Pomegranate,21,5
Lincoln Campbell,CAT93,Avocado,30.5,5
Lincoln Campbell,CAT57,Mango,55,0.2
Lincoln Campbell,CAT106,Papaya,40,10
Lincoln Campbell,CAT81,Lemon,28.5,10
Lincoln Campbell,CAT102,Fig,50,0.5
Lincoln Campbell,CAT23,Miracle Fruit,29.5,1
Lincoln Campbell,CAT46,Guava,68,1
Autumn James,CAT23,Miracle Fruit,27,4
Autumn James,CAT30,Onion,17,5
Autumn James,CAT47,Starfruit,66,1.5
Autumn James,CAT41,Pomegranate,19,5
Autumn James,CAT51,Cucumber,32,2
Autumn James,CAT55,Pineapple,20,1
Autumn James,CAT57,Mango,51,0.5
Autumn James,CAT64,Blueberry,113,1
Autumn James,CAT33,Fennel,25,3
Autumn James,CAT46,Guava,76,0.5
Autumn James,CAT71,Raspberry,105,1
Autumn James,CAT93,Avocado,28,5
Autumn James,CAT4832,Broccoli,31,1
Autumn James,CAT102,Fig,49,1
Autumn James,CAT107,Persimmon,23,15
Autumn James,CAT106,Papaya,38,5
Autumn James,CAT27,Tomato,78,1
Autumn James,CAT111,Cantaloupe,73,2
Autumn James,CAT74,Watermelon,72,0.5
Autumn James,CAT89,Pear,85,0.25
Autumn James,CAT31,Grapefruit,68,2
Autumn James,CAT35,Carrot,100,0.5
Autumn James,CAT37,Orange,100,0.5
Autumn James,CAT112,Rutabaga,60,1
Autumn James,CAT39,Grapes,36,2
Autumn James,CAT92,Dragonfruit,163,0.6
Autumn James,CAT23940,Gooseberry,150,1
Cooper Nelson,CAT71,Raspberry,105,4
Cooper Nelson,CAT78,Green Bean,29,0.3
Cooper Nelson,CAT108,Apple,103,1
Cooper Nelson,CAT7,Chard,338,0.5
Cooper Nelson,CAT98,Pine Nuts,200,1
Cooper Nelson,CAT12,Jicama,40,1
Cooper Nelson,CAT15,Banana,100,0.25
Cooper Nelson,CAT21,Blackberry,63,4
Cooper Nelson,CAT32,Lychee,46,1
Cooper Nelson,CAT34,Jackfruit,162,0.5
Cooper Nelson,CAT36,Date,162,0.5
Cooper Nelson,CAT38,Spinach,43,2
Cooper Nelson,CAT43,Asparagus,70,0.5
Cooper Nelson,CAT47,Starfruit,66,1.3
Cooper Nelson,CAT51,Cucumber,32,1.6
Cooper Nelson,CAT55,Pineapple,20,2
Cooper Nelson,CAT53,Radish,38,1
Cooper Nelson,CAT73,Mango,71,0.25
Cooper Nelson,CAT79,Artichoke,39,2
Cooper Nelson,CAT81,Lemon,23,5
Cooper Nelson,CAT102,Fig,49,2.5
Cooper Nelson,CAT4832,Broccoli,31,1
Cooper Nelson,CAT29,Cauliflower,23,3.5
Cooper Nelson,CAT66,Persimmon,23,2
Cooper Nelson,CAT45,Apricot,57,0.5
Cooper Nelson,CAT94,Peas,23,5
Cooper Nelson,CAT106,Papaya,38,1
Cooper Nelson,CAT25,Napa Cabbage,45,1
Cooper Nelson,CAT68923,Romanesco,120,1
Sydney Coleman,CAT30,Onion,16,1
Sydney Coleman,CAT33,Fennel,29.25,3
Sydney Coleman,CAT112,Rutabaga,49,1
Sydney Coleman,CAT78,Green Bean,36.08,0.25
Sydney Coleman,CAT74,Watermelon,62,1
Sydney Coleman,CAT31,Grapefruit,70,1.5
Sydney Coleman,CAT54,Okra,15,4
Sydney Coleman,CAT107,Persimmon,29.5,3
Sydney Coleman,CAT35,Carrot,112,1
Sydney Coleman,CAT44,Tamarillo,82,0.5
Sydney Coleman,CAT95,Rambutan,85,1
Sydney Coleman,CAT22,Tangerine,19.5,1
Sydney Coleman,CAT77,Ugli Fruit,55,0.5
Sydney Coleman,CAT104,Soursop,45,1
Josiah Gonzales,CAT33,Fennel,30,2
Josiah Gonzales,CAT35,Carrot,112,0.5
Josiah Gonzales,CAT107,Persimmon,29.5,8
Josiah Gonzales,CAT4832,Broccoli,33,1
Josiah Gonzales,CAT82,Kiwi,22.9,5
Josiah Gonzales,CAT37,Orange,112,0.5
Josiah Gonzales,CAT112,Rutabaga,49,1.5
Josiah Gonzales,CAT106,Papaya,40,2
Josiah Gonzales,CAT93,Avocado,30.5,5
Josiah Gonzales,CAT111,Cantaloupe,70,1.5
Josiah Gonzales,CAT27,Tomato,80,1
Josiah Gonzales,CAT73,Mango,75,0.75
Josiah Gonzales,CAT75,Prickly Pear,78,0.75
Josiah Gonzales,CAT41,Pomegranate,21,1
Josiah Gonzales,CAT79,Artichoke,39,4
Josiah Gonzales,CAT39,Grapes,28,2
Josiah Gonzales,CAT74,Watermelon,62,1.5
Josiah Gonzales,CAT6,Guanabana,180,0.25
Josiah Gonzales,CAT17,Potato,45,1
Josiah Gonzales,CAT44,Tamarillo,82,0.25
Josiah Gonzales,CAT89,Pear,81,0.25
Josiah Gonzales,CAT57,Mango,55,0.1
Josiah Gonzales,CAT62,Brussels Sprouts,545,0.5
Josiah Gonzales,CAT46,Guava,68,0.5
Josiah Gonzales,CAT19,Cherry,39,1
Josiah Gonzales,CAT24,Breadfruit,40,1
Josiah Gonzales,CAT9,Plum,104,0.5
Josiah Gonzales,CAT0345223,Horned Melon,32,2
Josiah Gonzales,CAT30,Onion,16,1
Josiah Gonzales,CAT54,Okra,15,1
Clara Hayes,CAT71,Raspberry,102,4
Clara Hayes,CAT70,Eggplant,102,1
Clara Hayes,CAT84,Kiwano,255,1
Clara Hayes,CAT78,Green Bean,37,0.25
Clara Hayes,CAT17,Potato,45,2
Clara Hayes,CAT29,Cauliflower,22,1
Clara Hayes,CAT38,Spinach,49,2
Clara Hayes,CAT41,Pomegranate,21,4
Clara Hayes,CAT45,Apricot,56,1
Clara Hayes,CAT51,Cucumber,39,2
Clara Hayes,CAT57,Mango,55,0.2
Clara Hayes,CAT63,Elderberry,370,2
Clara Hayes,CAT4832,Broccoli,33,1
Clara Hayes,CAT106,Papaya,40,10
Clara Hayes,CAT19302,Quince,240,1
Clara Hayes,CAT15,Banana,79,0.25
Clara Hayes,CAT27,Tomato,80,2
Clara Hayes,CAT35,Carrot,112,0.5
Clara Hayes,CAT43,Asparagus,69,0.5
Clara Hayes,CAT53,Radish,39,1
Clara Hayes,CAT73,Mango,75,0.25
Clara Hayes,CAT74,Watermelon,62,0.5
Clara Hayes,CAT111,Cantaloupe,70,0.5
Clara Hayes,CAT113,Pomelo,78,0.5
Clara Hayes,CAT88,Loquat,55,5
Julian Perry,CAT82,Kiwi,21,5
Julian Perry,CAT81,Lemon,23,5
Julian Perry,CAT33,Fennel,25,3
Julian Perry,CAT39,Grapes,36,1
Julian Perry,CAT51,Cucumber,32,2
Julian Perry,CAT4832,Broccoli,31,2
Julian Perry,CAT106,Papaya,38,5
Julian Perry,CAT107,Persimmon,23,5
Julian Perry,CAT15,Banana,100,0.25
Julian Perry,CAT29,Cauliflower,23,2
Julian Perry,CAT94,Peas,23,5
Julian Perry,CAT64,Blueberry,113,0.5
Julian Perry,CAT35,Carrot,100,0.5
Julian Perry,CAT78,Green Bean,29,1
Julian Perry,CAT12,Jicama,40,1
Julian Perry,CAT57,Mango,51,0.3
Julian Perry,CAT84,Kiwano,252,1
Julian Perry,CAT17,Potato,36,1
Julian Perry,CAT38,Spinach,43,1
Julian Perry,CAT108,Apple,103,1
Julian Perry,CAT55,Pineapple,20,2
Julian Perry,CAT10,Swiss Chard,41,2
Julian Perry,CAT101,Durian,300,0.2
Julian Perry,CAT70,Eggplant,89,3
Julian Perry,CAT71,Raspberry,89,4
Julian Perry,CAT43,Asparagus,70,0.5
Julian Perry,CAT104020,Lime,260,1
Sadie Foster,CAT81,Lemon,28.5,25
Sadie Foster,CAT107,Persimmon,29,12
Sadie Foster,CAT5523,Strawberry,72,2
Sadie Foster,CAT71,Raspberry,99.5,2
Sadie Foster,CAT54,Okra,14.5,1
Sadie Foster,CAT73,Mango,75,0.25
Sadie Foster,CAT74,Watermelon,62,1
Sadie Foster,CAT62,Brussels Sprouts,537,4
Sadie Foster,CAT30,Onion,15.5,5
Sadie Foster,CAT46,Guava,65,1
Sadie Foster,CAT45,Apricot,54,1.5
Sadie Foster,CAT33,Fennel,28,3
Sadie Foster,CAT37,Orange,110,1
Sadie Foster,CAT35,Carrot,110,1
Sadie Foster,CAT51,Cucumber,37,2.5
Sadie Foster,CAT44,Tamarillo,82,0.25
Sadie Foster,CAT39,Grapes,27.5,5
Sadie Foster,CAT78,Green Bean,34,0.75
Sadie Foster,CAT79,Artichoke,39,10
Sadie Foster,CAT64,Blueberry,108,1
Sadie Foster,CAT4832,Broccoli,31,3.5
Sadie Foster,CAT84,Kiwano,250,1.5
Sadie Foster,CAT4,Rutabaga,195,1
Sadie Foster,CAT91,Bell Pepper,67,1
Sadie Foster,CAT108,Apple,97,3
Sadie Foster,CAT57,Mango,55,0.5
Sadie Foster,CAT50,Cranberry,29.5,5
Sadie Foster,CAT80,Bok Choy,50,3
Sadie Foster,CAT60,Mulberry,133,1
Sadie Foster,CAT93,Avocado,30.5,10
Ian Brooks,CAT81,Lemon,23,25
Ian Brooks,CAT106,Papaya,38,24
Ian Brooks,CAT93,Avocado,28,10
Ian Brooks,CAT64,Blueberry,113,1
Ian Brooks,CAT62,Brussels Sprouts,525,2
Ian Brooks,CAT46,Guava,76,0.5
Ian Brooks,CAT53,Radish,38,7
Ian Brooks,CAT51,Cucumber,32,1
Ian Brooks,CAT5523,Strawberry,90,2
Ian Brooks,CAT78,Green Bean,29,0.75
Ian Brooks,CAT50,Cranberry,29,8
Ian Brooks,CAT57,Mango,51,0.1
Ian Brooks,CAT89,Pear,85,0.5
Ian Brooks,CAT15,Banana,100,1
Ian Brooks,CAT35,Carrot,100,0.5
Ian Brooks,CAT36,Date,162,0.5
Ian Brooks,CAT9,Plum,108,2
Ian Brooks,CAT27,Tomato,78,3
Ian Brooks,CAT111,Cantaloupe,73,1
Ian Brooks,CAT17,Potato,36,5
Ian Brooks,CAT38,Spinach,43,4
Ian Brooks,CAT41,Pomegranate,19,6
Ian Brooks,CAT32,Lychee,46,4
Ian Brooks,CAT4,Rutabaga,198,3
Ian Brooks,CAT92,Dragonfruit,163,1
Ian Brooks,CAT91,Bell Pepper,66,2
Ian Brooks,CAT20,Nectarine,41,10
Ian Brooks,CAT14,Tangelo,45,25
Bella Jenkins,CAT9,Plum,100,1
Bella Jenkins,CAT17,Potato,70,4
Bella Jenkins,CAT39,Grapes,24,3
Bella Jenkins,CAT33,Fennel,25,3
Bella Jenkins,CAT55,Pineapple,22,3
Bella Jenkins,CAT51,Cucumber,50,5
Bella Jenkins,CAT78,Green Bean,35,1
Bella Jenkins,CAT5523,Strawberry,76,3
Bella Jenkins,CAT46,Guava,85,2
Bella Jenkins,CAT64,Blueberry,85,0.5
Bella Jenkins,CAT62,Brussels Sprouts,420,2
Bella Jenkins,CAT93,Avocado,35,10
